"","Concept","ID","Question","ChoiceNumber"
"7137","Bernie Sanders","53","Barack Obama Elizabeth Warren",1
"7138","Bernie Sanders","53","Barack Obama George W. Bush",0
"7139","Bernie Sanders","53","Barack Obama Hillary Clinton",0
"7140","Bernie Sanders","53","Barack Obama Joe Biden",0
"7141","Bernie Sanders","53","Barack Obama Richard Nixon",0
"7142","Bernie Sanders","53","Barack Obama Ronald Reagan",0
"7143","Bernie Sanders","53","Donald Trump Abraham Lincoln",1
"7144","Bernie Sanders","53","Donald Trump Barack Obama",1
"7145","Bernie Sanders","53","Donald Trump Elizabeth Warren",1
"7146","Bernie Sanders","53","Donald Trump George W. Bush",0
"7147","Bernie Sanders","53","Donald Trump Hillary Clinton",0
"7148","Bernie Sanders","53","Donald Trump Joe Biden",1
"7149","Bernie Sanders","53","Donald Trump Richard Nixon",0
"7150","Bernie Sanders","53","Donald Trump Ronald Reagan",1
"7151","Bernie Sanders","53","Elizabeth Warren Abraham Lincoln",0
"7152","Bernie Sanders","53","Elizabeth Warren Barack Obama",0
"7153","Bernie Sanders","53","Elizabeth Warren Donald Trump",0
"7154","Bernie Sanders","53","Elizabeth Warren George W. Bush",0
"7155","Bernie Sanders","53","Elizabeth Warren Hillary Clinton",0
"7156","Bernie Sanders","53","Elizabeth Warren Joe Biden",0
"7157","Bernie Sanders","53","Elizabeth Warren Richard Nixon",0
"7158","Bernie Sanders","53","Elizabeth Warren Ronald Reagan",0
"7159","Bernie Sanders","53","George W. Bush Abraham Lincoln",1
"7160","Bernie Sanders","53","George W. Bush Barack Obama",1
"7161","Bernie Sanders","53","George W. Bush Donald Trump",1
"7162","Bernie Sanders","53","George W. Bush Elizabeth Warren",1
"7163","Bernie Sanders","53","George W. Bush Hillary Clinton",1
"7164","Bernie Sanders","53","George W. Bush Joe Biden",1
"7165","Bernie Sanders","53","George W. Bush Richard Nixon",1
"7166","Bernie Sanders","53","George W. Bush Ronald Reagan",1
"7167","Bernie Sanders","53","Hillary Clinton Abraham Lincoln",0
"7168","Bernie Sanders","53","Hillary Clinton Barack Obama",1
"7169","Bernie Sanders","53","Hillary Clinton Donald Trump",0
"7170","Bernie Sanders","53","Hillary Clinton Elizabeth Warren",1
"7171","Bernie Sanders","53","Hillary Clinton George W. Bush",0
"7172","Bernie Sanders","53","Hillary Clinton Joe Biden",1
"7173","Bernie Sanders","53","Hillary Clinton Richard Nixon",0
"7174","Bernie Sanders","53","Hillary Clinton Ronald Reagan",0
"7175","Bernie Sanders","53","Joe Biden Abraham Lincoln",0
"7176","Bernie Sanders","53","Joe Biden Barack Obama",1
"7177","Bernie Sanders","53","Joe Biden Donald Trump",0
"7178","Bernie Sanders","53","Joe Biden Elizabeth Warren",1
"7179","Bernie Sanders","53","Joe Biden George W. Bush",0
"7180","Bernie Sanders","53","Joe Biden Hillary Clinton",0
"7181","Bernie Sanders","53","Joe Biden Richard Nixon",0
"7182","Bernie Sanders","53","Joe Biden Ronald Reagan",0
"7183","Bernie Sanders","53","Richard Nixon Abraham Lincoln",1
"7184","Bernie Sanders","53","Richard Nixon Barack Obama",1
"7185","Bernie Sanders","53","Richard Nixon Donald Trump",1
"7186","Bernie Sanders","53","Richard Nixon Elizabeth Warren",1
"7187","Bernie Sanders","53","Richard Nixon George W. Bush",0
"7188","Bernie Sanders","53","Richard Nixon Hillary Clinton",1
"7189","Bernie Sanders","53","Richard Nixon Joe Biden",1
"7190","Bernie Sanders","53","Richard Nixon Ronald Reagan",0
"7191","Bernie Sanders","53","Ronald Reagan Abraham Lincoln",1
"7192","Bernie Sanders","53","Ronald Reagan Barack Obama",1
"7193","Bernie Sanders","53","Ronald Reagan Donald Trump",1
"7194","Bernie Sanders","53","Ronald Reagan Elizabeth Warren",1
"7195","Bernie Sanders","53","Ronald Reagan George W. Bush",0
"7196","Bernie Sanders","53","Ronald Reagan Hillary Clinton",1
"7197","Bernie Sanders","53","Ronald Reagan Joe Biden",1
"7198","Bernie Sanders","53","Ronald Reagan Richard Nixon",0
"7199","Barack Obama","54","Abraham Lincoln Bernie Sanders",1
"7200","Barack Obama","54","Abraham Lincoln Donald Trump",0
"7201","Barack Obama","54","Abraham Lincoln Elizabeth Warren",0
"7202","Barack Obama","54","Abraham Lincoln George W. Bush",0
"7203","Barack Obama","54","Abraham Lincoln Hillary Clinton",0
"7204","Barack Obama","54","Abraham Lincoln Joe Biden",0
"7205","Barack Obama","54","Abraham Lincoln Richard Nixon",0
"7206","Barack Obama","54","Abraham Lincoln Ronald Reagan",0
"7207","Barack Obama","54","Bernie Sanders Abraham Lincoln",0
"7208","Barack Obama","54","Bernie Sanders Donald Trump",0
"7209","Barack Obama","54","Bernie Sanders Elizabeth Warren",0
"7210","Barack Obama","54","Bernie Sanders George W. Bush",0
"7211","Barack Obama","54","Bernie Sanders Hillary Clinton",0
"7212","Barack Obama","54","Bernie Sanders Joe Biden",1
"7213","Barack Obama","54","Bernie Sanders Richard Nixon",0
"7214","Barack Obama","54","Bernie Sanders Ronald Reagan",0
"7215","Barack Obama","54","Donald Trump Abraham Lincoln",1
"7216","Barack Obama","54","Donald Trump Bernie Sanders",1
"7217","Barack Obama","54","Donald Trump Elizabeth Warren",1
"7218","Barack Obama","54","Donald Trump George W. Bush",0
"7219","Barack Obama","54","Donald Trump Hillary Clinton",1
"7220","Barack Obama","54","Donald Trump Joe Biden",1
"7221","Barack Obama","54","Donald Trump Richard Nixon",0
"7222","Barack Obama","54","Donald Trump Ronald Reagan",1
"7223","Barack Obama","54","Elizabeth Warren Abraham Lincoln",0
"7224","Barack Obama","54","Elizabeth Warren Bernie Sanders",0
"7225","Barack Obama","54","Elizabeth Warren Donald Trump",0
"7226","Barack Obama","54","Elizabeth Warren George W. Bush",0
"7227","Barack Obama","54","Elizabeth Warren Hillary Clinton",0
"7228","Barack Obama","54","Elizabeth Warren Joe Biden",1
"7229","Barack Obama","54","Elizabeth Warren Richard Nixon",0
"7230","Barack Obama","54","Elizabeth Warren Ronald Reagan",0
"7231","Barack Obama","54","George W. Bush Abraham Lincoln",1
"7232","Barack Obama","54","George W. Bush Bernie Sanders",1
"7233","Barack Obama","54","George W. Bush Donald Trump",1
"7234","Barack Obama","54","George W. Bush Elizabeth Warren",1
"7235","Barack Obama","54","George W. Bush Hillary Clinton",1
"7236","Barack Obama","54","George W. Bush Joe Biden",1
"7237","Barack Obama","54","George W. Bush Richard Nixon",1
"7238","Barack Obama","54","George W. Bush Ronald Reagan",0
"7239","Barack Obama","54","Hillary Clinton Abraham Lincoln",1
"7240","Barack Obama","54","Hillary Clinton Bernie Sanders",1
"7241","Barack Obama","54","Hillary Clinton Donald Trump",0
"7242","Barack Obama","54","Hillary Clinton Elizabeth Warren",0
"7243","Barack Obama","54","Hillary Clinton George W. Bush",0
"7244","Barack Obama","54","Hillary Clinton Joe Biden",1
"7245","Barack Obama","54","Hillary Clinton Richard Nixon",0
"7246","Barack Obama","54","Hillary Clinton Ronald Reagan",0
"7247","Barack Obama","54","Joe Biden Abraham Lincoln",0
"7248","Barack Obama","54","Joe Biden Bernie Sanders",0
"7249","Barack Obama","54","Joe Biden Donald Trump",0
"7250","Barack Obama","54","Joe Biden Elizabeth Warren",0
"7251","Barack Obama","54","Joe Biden George W. Bush",0
"7252","Barack Obama","54","Joe Biden Hillary Clinton",0
"7253","Barack Obama","54","Joe Biden Richard Nixon",0
"7254","Barack Obama","54","Joe Biden Ronald Reagan",0
"7255","Barack Obama","54","Richard Nixon Abraham Lincoln",1
"7256","Barack Obama","54","Richard Nixon Bernie Sanders",1
"7257","Barack Obama","54","Richard Nixon Donald Trump",1
"7258","Barack Obama","54","Richard Nixon Elizabeth Warren",1
"7259","Barack Obama","54","Richard Nixon George W. Bush",1
"7260","Barack Obama","54","Richard Nixon Hillary Clinton",1
"7261","Barack Obama","54","Richard Nixon Joe Biden",1
"7262","Barack Obama","54","Richard Nixon Ronald Reagan",1
"7263","Barack Obama","54","Ronald Reagan Abraham Lincoln",1
"7264","Barack Obama","54","Ronald Reagan Bernie Sanders",1
"7265","Barack Obama","54","Ronald Reagan Donald Trump",0
"7266","Barack Obama","54","Ronald Reagan Elizabeth Warren",1
"7267","Barack Obama","54","Ronald Reagan George W. Bush",0
"7268","Barack Obama","54","Ronald Reagan Hillary Clinton",1
"7269","Barack Obama","54","Ronald Reagan Joe Biden",1
"7270","Barack Obama","54","Ronald Reagan Richard Nixon",0
"7271","Bernie Sanders","54","Abraham Lincoln Barack Obama",1
"7272","Bernie Sanders","54","Abraham Lincoln Donald Trump",0
"7273","Bernie Sanders","54","Abraham Lincoln Elizabeth Warren",1
"7274","Bernie Sanders","54","Abraham Lincoln George W. Bush",0
"7275","Bernie Sanders","54","Abraham Lincoln Hillary Clinton",0
"7276","Bernie Sanders","54","Abraham Lincoln Joe Biden",1
"7277","Bernie Sanders","54","Abraham Lincoln Richard Nixon",0
"7278","Bernie Sanders","54","Abraham Lincoln Ronald Reagan",0
"7279","Bernie Sanders","54","Barack Obama Abraham Lincoln",0
"7280","Bernie Sanders","54","Barack Obama Donald Trump",0
"7281","Bernie Sanders","54","Barack Obama Elizabeth Warren",1
"7282","Bernie Sanders","54","Barack Obama George W. Bush",0
"7283","Bernie Sanders","54","Barack Obama Hillary Clinton",0
"7284","Bernie Sanders","54","Barack Obama Joe Biden",0
"7285","Bernie Sanders","54","Barack Obama Richard Nixon",0
"7286","Bernie Sanders","54","Barack Obama Ronald Reagan",0
"7287","Bernie Sanders","54","Donald Trump Abraham Lincoln",1
"7288","Bernie Sanders","54","Donald Trump Barack Obama",1
"7289","Bernie Sanders","54","Donald Trump Elizabeth Warren",1
"7290","Bernie Sanders","54","Donald Trump George W. Bush",0
"7291","Bernie Sanders","54","Donald Trump Hillary Clinton",1
"7292","Bernie Sanders","54","Donald Trump Joe Biden",1
"7293","Bernie Sanders","54","Donald Trump Richard Nixon",0
"7294","Bernie Sanders","54","Donald Trump Ronald Reagan",0
"7295","Bernie Sanders","54","Elizabeth Warren Abraham Lincoln",0
"7296","Bernie Sanders","54","Elizabeth Warren Barack Obama",0
"7297","Bernie Sanders","54","Elizabeth Warren Donald Trump",0
"7298","Bernie Sanders","54","Elizabeth Warren George W. Bush",0
"7299","Bernie Sanders","54","Elizabeth Warren Hillary Clinton",0
"7300","Bernie Sanders","54","Elizabeth Warren Joe Biden",0
"7301","Bernie Sanders","54","Elizabeth Warren Richard Nixon",0
"7302","Bernie Sanders","54","Elizabeth Warren Ronald Reagan",0
"7303","Bernie Sanders","54","George W. Bush Abraham Lincoln",1
"7304","Bernie Sanders","54","George W. Bush Barack Obama",1
"7305","Bernie Sanders","54","George W. Bush Donald Trump",1
"7306","Bernie Sanders","54","George W. Bush Elizabeth Warren",1
"7307","Bernie Sanders","54","George W. Bush Hillary Clinton",1
"7308","Bernie Sanders","54","George W. Bush Joe Biden",1
"7309","Bernie Sanders","54","George W. Bush Richard Nixon",1
"7310","Bernie Sanders","54","George W. Bush Ronald Reagan",1
"7311","Bernie Sanders","54","Hillary Clinton Abraham Lincoln",1
"7312","Bernie Sanders","54","Hillary Clinton Barack Obama",1
"7313","Bernie Sanders","54","Hillary Clinton Donald Trump",0
"7314","Bernie Sanders","54","Hillary Clinton Elizabeth Warren",1
"7315","Bernie Sanders","54","Hillary Clinton George W. Bush",0
"7316","Bernie Sanders","54","Hillary Clinton Joe Biden",0
"7317","Bernie Sanders","54","Hillary Clinton Richard Nixon",0
"7318","Bernie Sanders","54","Hillary Clinton Ronald Reagan",0
"7319","Bernie Sanders","54","Joe Biden Abraham Lincoln",0
"7320","Bernie Sanders","54","Joe Biden Barack Obama",0
"7321","Bernie Sanders","54","Joe Biden Donald Trump",0
"7322","Bernie Sanders","54","Joe Biden Elizabeth Warren",1
"7323","Bernie Sanders","54","Joe Biden George W. Bush",0
"7324","Bernie Sanders","54","Joe Biden Hillary Clinton",0
"7325","Bernie Sanders","54","Joe Biden Richard Nixon",0
"7326","Bernie Sanders","54","Joe Biden Ronald Reagan",0
"7327","Bernie Sanders","54","Richard Nixon Abraham Lincoln",1
"7328","Bernie Sanders","54","Richard Nixon Barack Obama",1
"7329","Bernie Sanders","54","Richard Nixon Donald Trump",1
"7330","Bernie Sanders","54","Richard Nixon Elizabeth Warren",1
"7331","Bernie Sanders","54","Richard Nixon George W. Bush",0
"7332","Bernie Sanders","54","Richard Nixon Hillary Clinton",1
"7333","Bernie Sanders","54","Richard Nixon Joe Biden",1
"7334","Bernie Sanders","54","Richard Nixon Ronald Reagan",0
"7335","Bernie Sanders","54","Ronald Reagan Abraham Lincoln",1
"7336","Bernie Sanders","54","Ronald Reagan Barack Obama",1
"7337","Bernie Sanders","54","Ronald Reagan Donald Trump",1
"7338","Bernie Sanders","54","Ronald Reagan Elizabeth Warren",1
"7339","Bernie Sanders","54","Ronald Reagan George W. Bush",0
"7340","Bernie Sanders","54","Ronald Reagan Hillary Clinton",1
"7341","Bernie Sanders","54","Ronald Reagan Joe Biden",1
"7342","Bernie Sanders","54","Ronald Reagan Richard Nixon",0
"7343","Barack Obama","55","Abraham Lincoln Bernie Sanders",0
"7344","Barack Obama","55","Abraham Lincoln Donald Trump",0
"7345","Barack Obama","55","Abraham Lincoln Elizabeth Warren",0
"7346","Barack Obama","55","Abraham Lincoln George W. Bush",0
"7347","Barack Obama","55","Abraham Lincoln Hillary Clinton",0
"7348","Barack Obama","55","Abraham Lincoln Joe Biden",0
"7349","Barack Obama","55","Abraham Lincoln Richard Nixon",0
"7350","Barack Obama","55","Abraham Lincoln Ronald Reagan",0
"7351","Barack Obama","55","Bernie Sanders Abraham Lincoln",1
"7352","Barack Obama","55","Bernie Sanders Donald Trump",0
"7353","Barack Obama","55","Bernie Sanders Elizabeth Warren",0
"7354","Barack Obama","55","Bernie Sanders George W. Bush",0
"7355","Barack Obama","55","Bernie Sanders Hillary Clinton",1
"7356","Barack Obama","55","Bernie Sanders Joe Biden",1
"7357","Barack Obama","55","Bernie Sanders Richard Nixon",0
"7358","Barack Obama","55","Bernie Sanders Ronald Reagan",0
"7359","Barack Obama","55","Donald Trump Abraham Lincoln",1
"7360","Barack Obama","55","Donald Trump Bernie Sanders",1
"7361","Barack Obama","55","Donald Trump Elizabeth Warren",1
"7362","Barack Obama","55","Donald Trump George W. Bush",0
"7363","Barack Obama","55","Donald Trump Hillary Clinton",1
"7364","Barack Obama","55","Donald Trump Joe Biden",1
"7365","Barack Obama","55","Donald Trump Richard Nixon",1
"7366","Barack Obama","55","Donald Trump Ronald Reagan",1
"7367","Barack Obama","55","Elizabeth Warren Abraham Lincoln",0
"7368","Barack Obama","55","Elizabeth Warren Bernie Sanders",0
"7369","Barack Obama","55","Elizabeth Warren Donald Trump",0
"7370","Barack Obama","55","Elizabeth Warren George W. Bush",0
"7371","Barack Obama","55","Elizabeth Warren Hillary Clinton",0
"7372","Barack Obama","55","Elizabeth Warren Joe Biden",1
"7373","Barack Obama","55","Elizabeth Warren Richard Nixon",0
"7374","Barack Obama","55","Elizabeth Warren Ronald Reagan",0
"7375","Barack Obama","55","George W. Bush Abraham Lincoln",1
"7376","Barack Obama","55","George W. Bush Bernie Sanders",1
"7377","Barack Obama","55","George W. Bush Donald Trump",1
"7378","Barack Obama","55","George W. Bush Elizabeth Warren",1
"7379","Barack Obama","55","George W. Bush Hillary Clinton",1
"7380","Barack Obama","55","George W. Bush Joe Biden",1
"7381","Barack Obama","55","George W. Bush Richard Nixon",0
"7382","Barack Obama","55","George W. Bush Ronald Reagan",0
"7383","Barack Obama","55","Hillary Clinton Abraham Lincoln",0
"7384","Barack Obama","55","Hillary Clinton Bernie Sanders",0
"7385","Barack Obama","55","Hillary Clinton Donald Trump",0
"7386","Barack Obama","55","Hillary Clinton Elizabeth Warren",0
"7387","Barack Obama","55","Hillary Clinton George W. Bush",0
"7388","Barack Obama","55","Hillary Clinton Joe Biden",1
"7389","Barack Obama","55","Hillary Clinton Richard Nixon",0
"7390","Barack Obama","55","Hillary Clinton Ronald Reagan",0
"7391","Barack Obama","55","Joe Biden Abraham Lincoln",1
"7392","Barack Obama","55","Joe Biden Bernie Sanders",0
"7393","Barack Obama","55","Joe Biden Donald Trump",0
"7394","Barack Obama","55","Joe Biden Elizabeth Warren",0
"7395","Barack Obama","55","Joe Biden George W. Bush",0
"7396","Barack Obama","55","Joe Biden Hillary Clinton",0
"7397","Barack Obama","55","Joe Biden Richard Nixon",0
"7398","Barack Obama","55","Joe Biden Ronald Reagan",0
"7399","Barack Obama","55","Richard Nixon Abraham Lincoln",1
"7400","Barack Obama","55","Richard Nixon Bernie Sanders",1
"7401","Barack Obama","55","Richard Nixon Donald Trump",1
"7402","Barack Obama","55","Richard Nixon Elizabeth Warren",1
"7403","Barack Obama","55","Richard Nixon George W. Bush",1
"7404","Barack Obama","55","Richard Nixon Hillary Clinton",1
"7405","Barack Obama","55","Richard Nixon Joe Biden",1
"7406","Barack Obama","55","Richard Nixon Ronald Reagan",1
"7407","Barack Obama","55","Ronald Reagan Abraham Lincoln",1
"7408","Barack Obama","55","Ronald Reagan Bernie Sanders",1
"7409","Barack Obama","55","Ronald Reagan Donald Trump",0
"7410","Barack Obama","55","Ronald Reagan Elizabeth Warren",1
"7411","Barack Obama","55","Ronald Reagan George W. Bush",0
"7412","Barack Obama","55","Ronald Reagan Hillary Clinton",1
"7413","Barack Obama","55","Ronald Reagan Joe Biden",1
"7414","Barack Obama","55","Ronald Reagan Richard Nixon",0
"7415","Bernie Sanders","55","Abraham Lincoln Barack Obama",1
"7416","Bernie Sanders","55","Abraham Lincoln Donald Trump",0
"7417","Bernie Sanders","55","Abraham Lincoln Elizabeth Warren",1
"7418","Bernie Sanders","55","Abraham Lincoln George W. Bush",0
"7419","Bernie Sanders","55","Abraham Lincoln Hillary Clinton",0
"7420","Bernie Sanders","55","Abraham Lincoln Joe Biden",0
"7421","Bernie Sanders","55","Abraham Lincoln Richard Nixon",0
"7422","Bernie Sanders","55","Abraham Lincoln Ronald Reagan",0
"7423","Bernie Sanders","55","Barack Obama Abraham Lincoln",0
"7424","Bernie Sanders","55","Barack Obama Donald Trump",0
"7425","Bernie Sanders","55","Barack Obama Elizabeth Warren",1
"7426","Bernie Sanders","55","Barack Obama George W. Bush",0
"7427","Bernie Sanders","55","Barack Obama Hillary Clinton",0
"7428","Bernie Sanders","55","Barack Obama Joe Biden",0
"7429","Bernie Sanders","55","Barack Obama Richard Nixon",0
"7430","Bernie Sanders","55","Barack Obama Ronald Reagan",0
"7431","Bernie Sanders","55","Donald Trump Abraham Lincoln",1
"7432","Bernie Sanders","55","Donald Trump Barack Obama",1
"7433","Bernie Sanders","55","Donald Trump Elizabeth Warren",1
"7434","Bernie Sanders","55","Donald Trump George W. Bush",0
"7435","Bernie Sanders","55","Donald Trump Hillary Clinton",1
"7436","Bernie Sanders","55","Donald Trump Joe Biden",1
"7437","Bernie Sanders","55","Donald Trump Richard Nixon",0
"7438","Bernie Sanders","55","Donald Trump Ronald Reagan",1
"7439","Bernie Sanders","55","Elizabeth Warren Abraham Lincoln",0
"7440","Bernie Sanders","55","Elizabeth Warren Barack Obama",0
"7441","Bernie Sanders","55","Elizabeth Warren Donald Trump",0
"7442","Bernie Sanders","55","Elizabeth Warren George W. Bush",0
"7443","Bernie Sanders","55","Elizabeth Warren Hillary Clinton",0
"7444","Bernie Sanders","55","Elizabeth Warren Joe Biden",0
"7445","Bernie Sanders","55","Elizabeth Warren Richard Nixon",0
"7446","Bernie Sanders","55","Elizabeth Warren Ronald Reagan",0
"7447","Bernie Sanders","55","George W. Bush Abraham Lincoln",1
"7448","Bernie Sanders","55","George W. Bush Barack Obama",1
"7449","Bernie Sanders","55","George W. Bush Donald Trump",1
"7450","Bernie Sanders","55","George W. Bush Elizabeth Warren",1
"7451","Bernie Sanders","55","George W. Bush Hillary Clinton",1
"7452","Bernie Sanders","55","George W. Bush Joe Biden",1
"7453","Bernie Sanders","55","George W. Bush Richard Nixon",1
"7454","Bernie Sanders","55","George W. Bush Ronald Reagan",1
"7455","Bernie Sanders","55","Hillary Clinton Abraham Lincoln",1
"7456","Bernie Sanders","55","Hillary Clinton Barack Obama",1
"7457","Bernie Sanders","55","Hillary Clinton Donald Trump",0
"7458","Bernie Sanders","55","Hillary Clinton Elizabeth Warren",1
"7459","Bernie Sanders","55","Hillary Clinton George W. Bush",0
"7460","Bernie Sanders","55","Hillary Clinton Joe Biden",1
"7461","Bernie Sanders","55","Hillary Clinton Richard Nixon",0
"7462","Bernie Sanders","55","Hillary Clinton Ronald Reagan",0
"7463","Bernie Sanders","55","Joe Biden Abraham Lincoln",0
"7464","Bernie Sanders","55","Joe Biden Barack Obama",1
"7465","Bernie Sanders","55","Joe Biden Donald Trump",0
"7466","Bernie Sanders","55","Joe Biden Elizabeth Warren",1
"7467","Bernie Sanders","55","Joe Biden George W. Bush",0
"7468","Bernie Sanders","55","Joe Biden Hillary Clinton",0
"7469","Bernie Sanders","55","Joe Biden Richard Nixon",0
"7470","Bernie Sanders","55","Joe Biden Ronald Reagan",0
"7471","Bernie Sanders","55","Richard Nixon Abraham Lincoln",1
"7472","Bernie Sanders","55","Richard Nixon Barack Obama",1
"7473","Bernie Sanders","55","Richard Nixon Donald Trump",0
"7474","Bernie Sanders","55","Richard Nixon Elizabeth Warren",1
"7475","Bernie Sanders","55","Richard Nixon George W. Bush",0
"7476","Bernie Sanders","55","Richard Nixon Hillary Clinton",1
"7477","Bernie Sanders","55","Richard Nixon Joe Biden",1
"7478","Bernie Sanders","55","Richard Nixon Ronald Reagan",0
"7479","Bernie Sanders","55","Ronald Reagan Abraham Lincoln",1
"7480","Bernie Sanders","55","Ronald Reagan Barack Obama",1
"7481","Bernie Sanders","55","Ronald Reagan Donald Trump",1
"7482","Bernie Sanders","55","Ronald Reagan Elizabeth Warren",1
"7483","Bernie Sanders","55","Ronald Reagan George W. Bush",0
"7484","Bernie Sanders","55","Ronald Reagan Hillary Clinton",1
"7485","Bernie Sanders","55","Ronald Reagan Joe Biden",1
"7486","Bernie Sanders","55","Ronald Reagan Richard Nixon",1
"7487","Barack Obama","56","Abraham Lincoln Bernie Sanders",0
"7488","Barack Obama","56","Abraham Lincoln Donald Trump",0
"7489","Barack Obama","56","Abraham Lincoln Elizabeth Warren",0
"7490","Barack Obama","56","Abraham Lincoln George W. Bush",0
"7491","Barack Obama","56","Abraham Lincoln Hillary Clinton",0
"7492","Barack Obama","56","Abraham Lincoln Joe Biden",1
"7493","Barack Obama","56","Abraham Lincoln Richard Nixon",0
"7494","Barack Obama","56","Abraham Lincoln Ronald Reagan",0
"7495","Barack Obama","56","Bernie Sanders Abraham Lincoln",0
"7496","Barack Obama","56","Bernie Sanders Donald Trump",0
"7497","Barack Obama","56","Bernie Sanders Elizabeth Warren",0
"7498","Barack Obama","56","Bernie Sanders George W. Bush",0
"7499","Barack Obama","56","Bernie Sanders Hillary Clinton",0
"7500","Barack Obama","56","Bernie Sanders Joe Biden",1
"7501","Barack Obama","56","Bernie Sanders Richard Nixon",0
"7502","Barack Obama","56","Bernie Sanders Ronald Reagan",0
"7503","Barack Obama","56","Donald Trump Abraham Lincoln",1
"7504","Barack Obama","56","Donald Trump Bernie Sanders",1
"7505","Barack Obama","56","Donald Trump Elizabeth Warren",1
"7506","Barack Obama","56","Donald Trump George W. Bush",0
"7507","Barack Obama","56","Donald Trump Hillary Clinton",1
"7508","Barack Obama","56","Donald Trump Joe Biden",1
"7509","Barack Obama","56","Donald Trump Richard Nixon",0
"7510","Barack Obama","56","Donald Trump Ronald Reagan",1
"7511","Barack Obama","56","Elizabeth Warren Abraham Lincoln",1
"7512","Barack Obama","56","Elizabeth Warren Bernie Sanders",0
"7513","Barack Obama","56","Elizabeth Warren Donald Trump",0
"7514","Barack Obama","56","Elizabeth Warren George W. Bush",0
"7515","Barack Obama","56","Elizabeth Warren Hillary Clinton",0
"7516","Barack Obama","56","Elizabeth Warren Joe Biden",1
"7517","Barack Obama","56","Elizabeth Warren Richard Nixon",0
"7518","Barack Obama","56","Elizabeth Warren Ronald Reagan",0
"7519","Barack Obama","56","George W. Bush Abraham Lincoln",1
"7520","Barack Obama","56","George W. Bush Bernie Sanders",1
"7521","Barack Obama","56","George W. Bush Donald Trump",1
"7522","Barack Obama","56","George W. Bush Elizabeth Warren",1
"7523","Barack Obama","56","George W. Bush Hillary Clinton",1
"7524","Barack Obama","56","George W. Bush Joe Biden",1
"7525","Barack Obama","56","George W. Bush Richard Nixon",0
"7526","Barack Obama","56","George W. Bush Ronald Reagan",1
"7527","Barack Obama","56","Hillary Clinton Abraham Lincoln",0
"7528","Barack Obama","56","Hillary Clinton Bernie Sanders",1
"7529","Barack Obama","56","Hillary Clinton Donald Trump",0
"7530","Barack Obama","56","Hillary Clinton Elizabeth Warren",0
"7531","Barack Obama","56","Hillary Clinton George W. Bush",0
"7532","Barack Obama","56","Hillary Clinton Joe Biden",1
"7533","Barack Obama","56","Hillary Clinton Richard Nixon",0
"7534","Barack Obama","56","Hillary Clinton Ronald Reagan",0
"7535","Barack Obama","56","Joe Biden Abraham Lincoln",0
"7536","Barack Obama","56","Joe Biden Bernie Sanders",0
"7537","Barack Obama","56","Joe Biden Donald Trump",0
"7538","Barack Obama","56","Joe Biden Elizabeth Warren",0
"7539","Barack Obama","56","Joe Biden George W. Bush",0
"7540","Barack Obama","56","Joe Biden Hillary Clinton",0
"7541","Barack Obama","56","Joe Biden Richard Nixon",0
"7542","Barack Obama","56","Joe Biden Ronald Reagan",0
"7543","Barack Obama","56","Richard Nixon Abraham Lincoln",1
"7544","Barack Obama","56","Richard Nixon Bernie Sanders",1
"7545","Barack Obama","56","Richard Nixon Donald Trump",1
"7546","Barack Obama","56","Richard Nixon Elizabeth Warren",1
"7547","Barack Obama","56","Richard Nixon George W. Bush",1
"7548","Barack Obama","56","Richard Nixon Hillary Clinton",1
"7549","Barack Obama","56","Richard Nixon Joe Biden",1
"7550","Barack Obama","56","Richard Nixon Ronald Reagan",1
"7551","Barack Obama","56","Ronald Reagan Abraham Lincoln",1
"7552","Barack Obama","56","Ronald Reagan Bernie Sanders",1
"7553","Barack Obama","56","Ronald Reagan Donald Trump",0
"7554","Barack Obama","56","Ronald Reagan Elizabeth Warren",1
"7555","Barack Obama","56","Ronald Reagan George W. Bush",0
"7556","Barack Obama","56","Ronald Reagan Hillary Clinton",1
"7557","Barack Obama","56","Ronald Reagan Joe Biden",1
"7558","Barack Obama","56","Ronald Reagan Richard Nixon",0
"7559","Bernie Sanders","56","Abraham Lincoln Barack Obama",1
"7560","Bernie Sanders","56","Abraham Lincoln Donald Trump",0
"7561","Bernie Sanders","56","Abraham Lincoln Elizabeth Warren",1
"7562","Bernie Sanders","56","Abraham Lincoln George W. Bush",0
"7563","Bernie Sanders","56","Abraham Lincoln Hillary Clinton",0
"7564","Bernie Sanders","56","Abraham Lincoln Joe Biden",0
"7565","Bernie Sanders","56","Abraham Lincoln Richard Nixon",0
"7566","Bernie Sanders","56","Abraham Lincoln Ronald Reagan",0
"7567","Bernie Sanders","56","Barack Obama Abraham Lincoln",0
"7568","Bernie Sanders","56","Barack Obama Donald Trump",0
"7569","Bernie Sanders","56","Barack Obama Elizabeth Warren",1
"7570","Bernie Sanders","56","Barack Obama George W. Bush",0
"7571","Bernie Sanders","56","Barack Obama Hillary Clinton",0
"7572","Bernie Sanders","56","Barack Obama Joe Biden",0
"7573","Bernie Sanders","56","Barack Obama Richard Nixon",0
"7574","Bernie Sanders","56","Barack Obama Ronald Reagan",0
"7575","Bernie Sanders","56","Donald Trump Abraham Lincoln",1
"7576","Bernie Sanders","56","Donald Trump Barack Obama",1
"7577","Bernie Sanders","56","Donald Trump Elizabeth Warren",1
